comment_id,original_comment,detected_aspects,aspect_count,matched_keywords
515,jangan pernah beli poco kl bukan seri f serius ini saya pengguna pocophone f seri pertama pemakaian dari sampai baru ganti baterai sedangkan temen saya punya seri x generasi berbeda mereka ganti hp x masalah ghost touch sama frame drop kl ngegame karena overheating gw masih pegang poco f gw sampe kl emang mau performa awet langsung pilih seri f aja langsung trauma gw sama mediatek pernah hp xiaomi note x keluar percikan padahal lagi ga di charger kl pun claim udah ga overheating cukup gw dan temen saya jadi korban mediatek,"Connectivity, Battery, Performance, Features, BuildQuality",5,"baterai, frame, pocophone, performa"
517,hp harga jt videonya gempa,Price,1,harga
521,pengaturan micnya jgn terlalu bass kk vol uda suara vocal tetep ga jelas,Audio,1,bass
524,codec bluetoothnya lengkap mantap buat speaker bl sony walaupun lebih stabil pakai dac selain buat gaming berat oke jadi pilihan apalagi storegenya gede,"Audio, Storage",2,"speaker, pilihan"
526,ya ampun jt dapet android doang hahaha padahal bisa dapet ip second,Software,1,android
528,genshin fpsnya ngaruh ke delay touch ga seperti di interpolasi frame,BuildQuality,1,frame
531,duh harga gitu skrg saya pengenya samsung a,Price,1,harga
532,edan sh dr nya msh ttp bgs x pro tp f ini kynya lbh sadis buat game stabil fps nya gk drop fps ky x pro tnp cooling fan,Performance,1,game
536,harga poco kenceng dompetku yang lamban,Price,1,harga
537,gk mau lg bli poco dl poco f bagus skrg pake f hp gampang panas klo udh panas ngelag batre boros gk lagi lah,Battery,1,batre
538,mengenai isu matot klo gw beli buat d pake sehari hari biasa sosmed sama game paling mobile legend aman ga bang klo beli hp ini,Performance,1,game
540,om itu gk ada jolokan ject earphone yaa,Audio,1,earphone
545,gila anomali x pro kamera selfienya wkwkwkwk,Camera,1,kamera
551,im waiting for model with turnip support hopefully in f,Design,1,model
553,apakah untuk game pubg mobile nanti bisa ke buka fps,Performance,1,game
555,ternyata masih ada kemungkinan matot nya akibat overheatjdi buat tahan lama beli coller tambahandan jgn seringmaen game smbil cass krna tdk ada fitur bypass chargingyahh ada harga ada rupa,"Features, Price, Performance",3,"game, bypass, harga"
556,taapiii kureng kureng di fitur bypass charging gw suka main game wuwa tapi males banget bolak balik cas hp karena main di hp tuh cepet boros gak bisa main berjamjam tt,"Features, Performance, Battery",3,"game, bypass, charging"
557,setelah poco f launching dan setelah nonton video ini ahirnya gua cek out samsung a alhmdulilah,Camera,1,video
558,emng durability samsung gk kaleng minus layar sma chipset doank,"Display, Performance",2,"layar, durability"
559,lbh ke enak software sih bang klo gw smsung updtannya th thn,Software,1,software
562,itu karena di poco f biasa hp nya gak support pro mode buat video sama mode sutradara kaya histogram audio meter video logarithmic dll makanya pro mode buat video ngga ada disitu alias cuman support pro mode buat foto doang di poco f pro dan ultra ada pro mode buat video besar kemungkinan antara karena prosessor s gen nya kasta subflagship bukan true flagship yang disunat jadinya gak ada fitur ginian beda kaya gen ama elite kasta true flagship atau karena beda treatment mesin kamera nya sony ama omnivision kenapa bagian ini gak banyak direview kebanyakan baik dalam dan luar negeri kebutuhan spesifik buat ngejar spek tapi nggak sambil content creator atau videografer ini gak ngaruh mentok nya fotografer tapi kalau sambil content creator atau videografer nah baru disini ngaruh coba aja liat video compare f reguler pro sama ultra nya ada kalau gak salah pembeda nya selain manajemen panas nya saus pemakai f pro,"Audio, Design, Camera, Features",4,"foto, fitur, omnivision, audio"
566,kameranya sama kaya x pro performa game jg yg bedain cm segi material aja sih metal dan backdoor glass,"Design, BuildQuality, Performance",3,"game, backdoor, material"
572,kalau sama xiaomi t lebih worth it mana ya,Price,1,worth
573,saya cuma heran sih kenapa selalu pengujian gamenya cuma itu itu aja kenapa ngga coba game game yang lainnya yang terkenal emang beratnya supaya bisa tau kalau game berat itu sudah bisa jadi game game yang lainnya bisa misal game berat itu seperti game ark evolved mobile tapi memang genshin terkenal berat tapi beratnya bukan cuma frame nya tapi resource gamenya juga yang membuat gamenya jadi berat,"BuildQuality, Performance",2,"game, frame"
575,itu gak salah free ram mb njirr dari gb sisanya segitu itu sistem gede amat,Storage,1,ram
576,miui atau hyperos kan emang berat,Software,1,hyperos
578,kalo gak salah ini sensor camera utamanya nya sama kayak camon gak si bantu jawab,Display,1,utamanya
582,yg bilang produk china murahan itu kalian korban propaganda produk china itu ada tiernya yg murah ada yg mahal ada yg kualitas no ada yg kualitas no banyak nah kenapa produk china dipandang sebelah mata sama warga salah satu penyebabnya regulator atau sebut aja gov ini pengennya yg masuk ke sini itu produk china yg kualitasnya kurang bagus maunya dijual agak mahal selagi ngasih upeti ke gov dari zaman batu zaman romusha masyarakat itu dibodohi gov nya sendiri dan ini nyambung ke perkataan salah satu politisi di indon kalian itu sengaja dibodohkan dan dimiskinkan oleh sistem dan tulisan saya udah mulai gak nyambung yaudah mau pesen es buah dulu haus nih,"Design, Price, Network",3,"mahal, gov, maunya"
584,apakah iklan official yang terkadang muncul di lockscreen masih jadi fitur tersumbunyinya wahai kawankawan,Features,1,fitur
588,harusnya sekarang sama aja dari segi performa tapi kalau hpnya mau dioprek atau main game emulator mending snapdragon,"Software, Performance",2,"game, dioprek"
590,iya emang jgn sakit hati yg udah terlanjur beli poco f tpi tetap aja kek ngerasa kegores hati harga sama poco f awal launching,Price,1,harga
592,bypas charging ngaruh ke performa ngak om,"Features, Performance, Battery",3,"charging, bypas, performa"
594,serius nanya minta saran abangabang mending nambah dikit lagi ambil f pro atau ini aja udah cukup dari segi harga berbanding sama spesifikasi,Price,1,harga
599,itu smart frame rate nya kan kaya sharp dulu yg igzo pake black frame insertion,BuildQuality,1,frame
602,poco kelemahannya emang di cooling kalau dibanding brand sebelah mereka lebih memilih bersaing harga,Price,1,harga
603,idaman yg suka tulisan spec di atas kertas buat yg mendang mending ngarepin spec doank sebaik nya tp budget seirit nya real daily use performance kameranya urusan nanti,Storage,1,sebaik
606,geloo snap gen harga murmer,Price,1,harga
608,males poco f gw aja kalah update sama poco x pro,Software,1,update
610,nunggu komen ui dari pemuja samsul,Software,1,ui
614,hp skrg spek gahar tapi cenderung gak tahan lama sejauh ini samsung masih yg paling awet meski cenderung pelit ram dan memory,"Storage, Performance",2,"gahar, ram"
617,betul kalau udah pakai poco f nikmati aja bang masih worth it dipakai th lagi,Price,1,worth
619,gokil cuy security updatenya tahun sedangkann yg hp mata sebelah masih tahun y,Software,1,security
623,knapa poco yg sekarang gak ada lubang audio jack buat yg gak nyaman dengan tws kayak aku sediiiih,Audio,1,audio
627,namanya juga hp performa ga heran kalo ada yg disunat,Performance,1,performa
629,apakah klan genjutsu akan komen di medsos nya poco ooo segitu doang tapi di luar itu poco memeberikan contoh bahwa s gen adalah panas dan sudah seharuanya paparan panas nya di buang lewat bahan metal kalo bodinya plastik artinya panasnya tidak terbuang dengan baik walau di tangan tidak sepanas yg berbahan logam tapi ingat suhu yg di keluarkan proci itu sama sangat panas,"Design, BuildQuality",2,"berbahan, bahan"
631,nnton pake poco f dan masih betah amat sama poco f,"Features, Connectivity",2,nnton
636,ada lah bro ya kali hp mahal ga ada cooling sistem uhukiphone eh inovasi deng,Price,1,mahal
637,​haibara iya sih tp masih mahal adeknya loh bro f pro padahal sd gen tpi maksih dah infonya kalau iphone memang di desaing no cooling bro biar bisa jadi pemanas suhu ruangan soalnya perakitanya di tempat dingin hahahahahahha,"Price, Network",2,"mahal, tempat"
640,bang masukin hok juga sebagai pengujian game,Performance,1,game
642,kaget bgt dapet harga di tokped,Price,1,harga
644,batre segini bikin tim jagad ketar ketir menguji ketahanan kapan selesainya woee,Battery,1,batre
646,masa sekelas poco masih belum ada bypass charging,"Features, Battery",2,"bypass, charging"
649,software update,Software,1,software
650,x update os tahun security patch waktu nonton ada yg di skip ya,Software,1,patch
656,saran ambil warna apa sir,Design,1,warna
657,warna putih bang lebih ok tampilan nya saya juga sudah co di tokped,Design,1,putih
659,kekurangan ny cmn gk ad bypass charging,"Features, Battery",2,"bypass, charging"
664,oke produk xiaomi memang ramah di kantong tinggal durability nya berapa lama awet dipakai pengguna,Performance,1,durability
668,kalau dari t beli hp ini worth it ga ya,Price,1,worth
669,wadoooh smua udh okee tp dealbreakernya belum bypass charging sm ga support esim,"Features, Battery",2,"bypass, charging"
671,sebagai pengguna yg sudah menggunakan android sejak jaman android froyo saya akan selalu memilih qualcomm karena saya type orang yg suka pake gadget sampai benarbenar tidak bisa digunakan bahkan bhingga bertahuntahun sejak software support dihentikan selama mediatek masih closed source sebisabisa menghindari beli mediatek based device,"Software, Network",2,"android, type"
672,berati intinya chipset naga lebih awet ketimbang mediatek gitu,Connectivity,1,berati
673,dia nulis software support dan selama mediatek masih closed source dia gak ngebahas hardware qualcomm lebih awet tapi dia bahas os jadi maksudnya dia akan tetap bisa menggunakan hp nya meski sudah tidak bisa update versi androidnya bisa dg tweak root dll yg biasanya kesananya install custom os closed source artinya gak bisa dioprek system untuk install custom os atau porting dari hp merk lain yg os nya lebih baru misalnya beda dg qualcomm yg open source artinya kamu bisa download software sumber untuk dimodifikasi os dan firmware atau kernel yg merupakan kunci dari custom os bisa berjalan inilah salahsatu sebab kenapa dap android biasanya selalu pakai chip qualcommsnapdragon,"Software, Storage",2,"android, system"
675,onardoleonardo intinya meski sudah tidak disupport android tapi devicenya masih bisa tetap diinstall baik pakai custom android porting android versi lebih baru atau pakai os selain android,Software,1,android
686,apakah akan matot lagi ahahahah ini jaminan matot juga sih karena harga di pangkas cooling system ga tahan tahun keatas,"Storage, Software, Price",3,"system, harga"
689,njir harganya ga jauh beda sama x pro tau gitu gw ambil f aja wkwkw desainnya lebih bagus,Price,1,harganya
692,setahun pake matot apakah masalahnya sudah solve,Connectivity,1,solve
695,yang udah beli sisa ram yang avail nya berapa ya soalnya rata xiaomi ram gede tp sistemnya makan ram gede juga jadi kaya sar ser ui miui dulu begitu gatau yg hyper os skrg pencerahannya abang disc ane user dari redmi x note pro dan skrg mi lite,"Software, Storage",2,"hyper, ram"
697,satu bulan kedepan semoga turun harga nya jadi,Price,1,harga
698,apakah jika kita charging misalkan melalui external usb atau tanpa kepala chargernya apakah bodynya akan nyetrum karena sepengalaman saya pakai hp jika charge tanpa kepala charger aslinya body hp yang terbuat dari besimetal jadi nyetrum,"Connectivity, Software, Storage, Battery",4,"charging, external, melalui"
710,speaker nya gk d tes bang,Audio,1,speaker
711,emang gila nih pocong f mudahan an ga cepat rusak,Performance,1,cepat
713,ada sama kek xiaomi bagian fitur gninya,Features,1,fitur
714,iqoo neo sepertinya lebih worth ya,Price,1,worth
719,judulnya doang jutaanwaktu beli ram jutaan,Storage,1,ram
723,apa ada ai nya sama sekali belum ad bahas fitur ai di hp ini,Features,1,fitur
725,sama bro bersyukur beli x pro awalnya mau beli x prof tapi dari yang gua lihat lihat review katanya panas diatas derajat boros baterai dan rilis x pro lihat review ada limitasi performa suhu ditahan dibawah derajat baterai awet bisa tahan seharian kecuali kalau ngegame berat biasanya gua cas kali kadang bisa kali tergantung game dan grafiknya apa dan sekarang rilis f rada mirip sama x pro performanya kecuali fitur gamingnya bisa fps genshin dan grafik ultrahigh wuwa dan kalau buat emulator yah jelas wajib snapdragon tapi gua gak main emulator,"Features, Performance, Battery",3,"game, baterai, fitur"
727,tes saat merekam souara sound keras bang hasil rekaman suara pecah gak soalnya gak ada yang review masalah rekam didepan sound bass keras,Audio,1,bass
731,kalo sama poco f dengan selisih harga jt lebih mending yg mana,Price,1,harga
734,bknnya ada bypass charging ya kok di video ini blg gk ada,"Features, Camera, Battery",3,"video, bypass, charging"
736,gile ngecek online shop dpt harga jutaan,Price,1,harga
737,jitter sama seperti iqoo neo berarti chipset sg belum optimal di kamera,Camera,1,kamera
740,semoga kita semua bisa beli handphone yang diinginkan,Performance,1,diinginkan
748,game nya diablo immortal dong min jngan yang itu aja,"Connectivity, Performance",2,"game, diablo"
753,rumornya baterai sampek k mah tapi pas udah resmi,Battery,1,baterai
754,disini gw tobat pake pocoxiaomiklo buat game gppklo all rounder jgn dahcocok jadi hp ke ajah buat game,Performance,1,game
758,gaada lobang earphone,Audio,1,earphone
761,di app bawaan pasti ada fitur search juga muncul iklan rekomendasi,Features,1,fitur
764,dari semua kekurangannya harga segitu oke banget,Price,1,harga
766,mosok se,Software,1,mosok
770,iqoo z x punya baterai mah bisa video playback hingga jam lebih dan samsung s ultra punya baterai mah bisa video playback hingga jam,"Camera, Battery",2,"video, baterai"
772,wkwkw sama bro gua baru beli minggu lalu bajingan malah keluar f harga ga beda jauh bgd wkwk asw,Price,1,harga
774,ngakak ini lihat postingan orang di grup fb yg komplen k cs garagara skor antutu g sesuai anjir lah orang mah dijadiin gambaran performa aja lah dia pgn skor mutlak,Performance,1,performa
775,jujur kali ini poco emang gila keluarin produk nya tampilan bagus bisa di bilang flagship chip kelas pucuk harga mid range tapi… ada harga ada kualitas,Price,1,harga
776,saya masih pake poco f pas launching langsung beli emang hp ini ga ngecewain paling masalah hanya di tombol volume sama power aja yang sudah mendem karena pemakaian yang sudah sangat lama sisanya masih lancar main game apapun,"Audio, Performance",2,"game, power"
778,apa kualitas smart frame rate nya sudah setara dlss atau hanya seperti frame generation atau fsr,BuildQuality,1,frame
779,ini yg bikin mles baru beli x pro udah kluar f dengan harga yg sama dan spek lebih gahar,"Price, Performance",2,"gahar, harga"
783,poco apa tecno nih desain mirip ke tecnotecno an sekarang poco f gua udah ambil poco x pro kalo dimensity xiaomi kalo snapdragon udah cukup batangan itu aja,Design,1,desain
787,berat capek main game,Performance,1,game
788,mau pindah ke pocotp udah terlalu nyaman di samsung one ui,Software,1,one
