comment_id,original_comment,aspects,sentiments,confidences,aspect_count
467,diakalin modul maisk dikit rapih nih performa dapet value jt± serasa hp jt an,Performance,positive,0.884,1
468,harga poco f di online dan offlinesama apa beda bg,Price,neutral,0.984,1
486,juli loncing di jakarta gen pro cuma beda di tele gen nya dapet update sampe tahun,Software,positive,0.576,1
487,ga ada audio jack skip dulu,Audio,negative,0.743,1
494,saran bang klo bagian pengetesan suara spiker suara hpnya di dengerin ke penonton penasaran banget sama suara spikernya gimana,Audio,neutral,0.996,1
495,kelemahan poco biasanya dr build dan kamera tp kali ini masuk kategori oke lohmenarik jgcuma ada lgada bom waktunya ga y,Camera,neutral,0.979,1
496,wah dari dulu saya menantikan layar bongsor enak di saku seperti mimax layar gede sangat enak dilihat bagi yang terbiasa dengan hp display besar karena untuk yang kurang penglihatan atau pakai kacamata poco f ini pilihannya dengan upgrade segudang xiaomi poco memang awesome jarang hp yang harganya bersahabat layar gede amoled lagi bravo xiaomi poco f,"Software, Display, Price, Connectivity","positive, neutral, positive, positive","0.992, 0.905, 0.992, 0.992",4
498,bahkan jagat review pun terkeojeot dengan harganya gilee,Price,positive,0.992,1
499,masih tren ya kedepan usb a to usb c buat charger,Connectivity,neutral,0.979,1
501,flagship killer tapi video terguncang gitu,Camera,negative,0.988,1
502,masih bertahan dengan f udah mau setahun lebih habis ganti dari x pro dan saya rasa loncatan gap nya lumayan kerasa buat pemakaian harian dan fungsional multitasking masih sangat mumpuni sebenarnya x pro juga masih aman buat kebutuhan harian tapi batre udah gak sanggup mungkin buat user f atau pribadi saya sendiri buat upgrade mending ke f atau f nantinya atau nunggu sampe hp udah keteteran baru ganti,Battery,negative,0.979,1
503,pas buka mi video kok dipotong ya,Camera,negative,0.940,1
505,lagi² audio jack dibuang maaf jadi gk minat,Audio,negative,0.889,1
506,video bokeh hanya ada di x pro doang ya disini gaada,Camera,neutral,0.792,1
509,biasanya xiaomi ksh os yg ga kalah fitur dgn hape lain tp knp di hyperos utk fitur double tap aja ga becus ya mau lock screen aja ga bisa,"Features, Software, Display","positive, negative, negative","0.992, 0.725, 0.772",3
510,klw aku sih lebih ke kamera,Camera,neutral,0.504,1
512,worth it gak sih ip pindah ke hp ini,Price,positive,0.955,1
514,udah lama nunggu ini rilis dan setelah compare keduanya akhirnya mutusin ambil f karena desain body dan frame metalnya keliatan lebih berkelas sangat menarik minat untuk gw yg utamain sampul ketimbang isi buku walaupun sebenernya isinya sedikit lebih unggul iqoo yaa balik lagi lah ada plus minus wkwk,"Design, BuildQuality","neutral, positive","0.991, 0.976",2
515,jangan pernah beli poco kl bukan seri f serius ini saya pengguna pocophone f seri pertama pemakaian dari sampai baru ganti baterai sedangkan temen saya punya seri x generasi berbeda mereka ganti hp x masalah ghost touch sama frame drop kl ngegame karena overheating gw masih pegang poco f gw sampe kl emang mau performa awet langsung pilih seri f aja langsung trauma gw sama mediatek pernah hp xiaomi note x keluar percikan padahal lagi ga di charger kl pun claim udah ga overheating cukup gw dan temen saya jadi korban mediatek,"Connectivity, Battery, Performance, Features, BuildQuality","negative, neutral, negative, negative, negative","0.978, 0.994, 0.978, 0.978, 0.959",5
517,hp harga jt videonya gempa,Price,negative,0.805,1
521,pengaturan micnya jgn terlalu bass kk vol uda suara vocal tetep ga jelas,Audio,negative,0.644,1
524,codec bluetoothnya lengkap mantap buat speaker bl sony walaupun lebih stabil pakai dac selain buat gaming berat oke jadi pilihan apalagi storegenya gede,"Audio, Storage","positive, positive","0.994, 0.997",2
526,ya ampun jt dapet android doang hahaha padahal bisa dapet ip second,Software,negative,0.995,1
528,genshin fpsnya ngaruh ke delay touch ga seperti di interpolasi frame,BuildQuality,neutral,0.914,1
531,duh harga gitu skrg saya pengenya samsung a,Price,negative,0.927,1
532,edan sh dr nya msh ttp bgs x pro tp f ini kynya lbh sadis buat game stabil fps nya gk drop fps ky x pro tnp cooling fan,Performance,negative,0.992,1
536,harga poco kenceng dompetku yang lamban,Price,positive,0.986,1
537,gk mau lg bli poco dl poco f bagus skrg pake f hp gampang panas klo udh panas ngelag batre boros gk lagi lah,Battery,negative,0.997,1
538,mengenai isu matot klo gw beli buat d pake sehari hari biasa sosmed sama game paling mobile legend aman ga bang klo beli hp ini,Performance,neutral,0.873,1
540,om itu gk ada jolokan ject earphone yaa,Audio,neutral,0.747,1
545,gila anomali x pro kamera selfienya wkwkwkwk,Camera,negative,0.811,1
551,im waiting for model with turnip support hopefully in f,Design,neutral,0.914,1
553,apakah untuk game pubg mobile nanti bisa ke buka fps,Performance,neutral,0.964,1
555,ternyata masih ada kemungkinan matot nya akibat overheatjdi buat tahan lama beli coller tambahandan jgn seringmaen game smbil cass krna tdk ada fitur bypass chargingyahh ada harga ada rupa,"Features, Price, Performance","neutral, positive, neutral","0.820, 0.790, 0.781",3
556,taapiii kureng kureng di fitur bypass charging gw suka main game wuwa tapi males banget bolak balik cas hp karena main di hp tuh cepet boros gak bisa main berjamjam tt,"Features, Performance, Battery","negative, negative, positive","0.827, 0.989, 0.710",3
557,setelah poco f launching dan setelah nonton video ini ahirnya gua cek out samsung a alhmdulilah,Camera,neutral,0.968,1
558,emng durability samsung gk kaleng minus layar sma chipset doank,"Display, Performance","negative, negative","0.854, 0.642",2
559,lbh ke enak software sih bang klo gw smsung updtannya th thn,Software,positive,0.861,1
562,itu karena di poco f biasa hp nya gak support pro mode buat video sama mode sutradara kaya histogram audio meter video logarithmic dll makanya pro mode buat video ngga ada disitu alias cuman support pro mode buat foto doang di poco f pro dan ultra ada pro mode buat video besar kemungkinan antara karena prosessor s gen nya kasta subflagship bukan true flagship yang disunat jadinya gak ada fitur ginian beda kaya gen ama elite kasta true flagship atau karena beda treatment mesin kamera nya sony ama omnivision kenapa bagian ini gak banyak direview kebanyakan baik dalam dan luar negeri kebutuhan spesifik buat ngejar spek tapi nggak sambil content creator atau videografer ini gak ngaruh mentok nya fotografer tapi kalau sambil content creator atau videografer nah baru disini ngaruh coba aja liat video compare f reguler pro sama ultra nya ada kalau gak salah pembeda nya selain manajemen panas nya saus pemakai f pro,"Audio, Design, Camera, Features","neutral, negative, neutral, negative","0.979, 0.771, 0.980, 0.924",4
566,kameranya sama kaya x pro performa game jg yg bedain cm segi material aja sih metal dan backdoor glass,"Design, BuildQuality, Performance","neutral, negative, positive","0.491, 0.921, 0.597",3
572,kalau sama xiaomi t lebih worth it mana ya,Price,negative,0.485,1
573,saya cuma heran sih kenapa selalu pengujian gamenya cuma itu itu aja kenapa ngga coba game game yang lainnya yang terkenal emang beratnya supaya bisa tau kalau game berat itu sudah bisa jadi game game yang lainnya bisa misal game berat itu seperti game ark evolved mobile tapi memang genshin terkenal berat tapi beratnya bukan cuma frame nya tapi resource gamenya juga yang membuat gamenya jadi berat,"BuildQuality, Performance","negative, neutral","0.815, 0.949",2
575,itu gak salah free ram mb njirr dari gb sisanya segitu itu sistem gede amat,Storage,positive,0.676,1
576,miui atau hyperos kan emang berat,Software,negative,0.994,1
578,kalo gak salah ini sensor camera utamanya nya sama kayak camon gak si bantu jawab,Display,neutral,0.739,1
582,yg bilang produk china murahan itu kalian korban propaganda produk china itu ada tiernya yg murah ada yg mahal ada yg kualitas no ada yg kualitas no banyak nah kenapa produk china dipandang sebelah mata sama warga salah satu penyebabnya regulator atau sebut aja gov ini pengennya yg masuk ke sini itu produk china yg kualitasnya kurang bagus maunya dijual agak mahal selagi ngasih upeti ke gov dari zaman batu zaman romusha masyarakat itu dibodohi gov nya sendiri dan ini nyambung ke perkataan salah satu politisi di indon kalian itu sengaja dibodohkan dan dimiskinkan oleh sistem dan tulisan saya udah mulai gak nyambung yaudah mau pesen es buah dulu haus nih,"Design, Price, Network","negative, negative, negative","0.992, 0.905, 0.992",3
584,apakah iklan official yang terkadang muncul di lockscreen masih jadi fitur tersumbunyinya wahai kawankawan,Features,neutral,0.636,1
588,harusnya sekarang sama aja dari segi performa tapi kalau hpnya mau dioprek atau main game emulator mending snapdragon,"Software, Performance","neutral, neutral","0.582, 0.845",2
590,iya emang jgn sakit hati yg udah terlanjur beli poco f tpi tetap aja kek ngerasa kegores hati harga sama poco f awal launching,Price,negative,0.993,1
592,bypas charging ngaruh ke performa ngak om,"Features, Performance, Battery","negative, negative, negative","0.620, 0.814, 0.492",3
594,serius nanya minta saran abangabang mending nambah dikit lagi ambil f pro atau ini aja udah cukup dari segi harga berbanding sama spesifikasi,Price,neutral,0.514,1
599,itu smart frame rate nya kan kaya sharp dulu yg igzo pake black frame insertion,BuildQuality,neutral,0.548,1
602,poco kelemahannya emang di cooling kalau dibanding brand sebelah mereka lebih memilih bersaing harga,Price,negative,0.573,1
603,idaman yg suka tulisan spec di atas kertas buat yg mendang mending ngarepin spec doank sebaik nya tp budget seirit nya real daily use performance kameranya urusan nanti,Storage,positive,0.836,1
606,geloo snap gen harga murmer,Price,neutral,0.708,1
608,males poco f gw aja kalah update sama poco x pro,Software,negative,0.997,1
610,nunggu komen ui dari pemuja samsul,Software,negative,0.959,1
614,hp skrg spek gahar tapi cenderung gak tahan lama sejauh ini samsung masih yg paling awet meski cenderung pelit ram dan memory,"Storage, Performance","negative, positive","0.976, 0.821",2
617,betul kalau udah pakai poco f nikmati aja bang masih worth it dipakai th lagi,Price,positive,0.967,1
619,gokil cuy security updatenya tahun sedangkann yg hp mata sebelah masih tahun y,Software,positive,0.949,1
623,knapa poco yg sekarang gak ada lubang audio jack buat yg gak nyaman dengan tws kayak aku sediiiih,Audio,neutral,0.967,1
627,namanya juga hp performa ga heran kalo ada yg disunat,Performance,positive,0.984,1
629,apakah klan genjutsu akan komen di medsos nya poco ooo segitu doang tapi di luar itu poco memeberikan contoh bahwa s gen adalah panas dan sudah seharuanya paparan panas nya di buang lewat bahan metal kalo bodinya plastik artinya panasnya tidak terbuang dengan baik walau di tangan tidak sepanas yg berbahan logam tapi ingat suhu yg di keluarkan proci itu sama sangat panas,"Design, BuildQuality","negative, neutral","0.745, 0.635",2
631,nnton pake poco f dan masih betah amat sama poco f,"Features, Connectivity","positive, positive","0.996, 0.996",2
636,ada lah bro ya kali hp mahal ga ada cooling sistem uhukiphone eh inovasi deng,Price,negative,0.997,1
637,​haibara iya sih tp masih mahal adeknya loh bro f pro padahal sd gen tpi maksih dah infonya kalau iphone memang di desaing no cooling bro biar bisa jadi pemanas suhu ruangan soalnya perakitanya di tempat dingin hahahahahahha,"Price, Network","negative, positive","0.930, 0.911",2
640,bang masukin hok juga sebagai pengujian game,Performance,neutral,0.945,1
642,kaget bgt dapet harga di tokped,Price,negative,0.993,1
644,batre segini bikin tim jagad ketar ketir menguji ketahanan kapan selesainya woee,Battery,negative,0.597,1
646,masa sekelas poco masih belum ada bypass charging,"Features, Battery","negative, neutral","0.657, 0.981",2
649,software update,Software,positive,0.637,1
650,x update os tahun security patch waktu nonton ada yg di skip ya,Software,neutral,0.990,1
656,saran ambil warna apa sir,Design,neutral,0.849,1
657,warna putih bang lebih ok tampilan nya saya juga sudah co di tokped,Design,positive,0.972,1
659,kekurangan ny cmn gk ad bypass charging,"Features, Battery","negative, negative","0.959, 0.980",2
664,oke produk xiaomi memang ramah di kantong tinggal durability nya berapa lama awet dipakai pengguna,Performance,positive,0.988,1
668,kalau dari t beli hp ini worth it ga ya,Price,negative,0.448,1
669,wadoooh smua udh okee tp dealbreakernya belum bypass charging sm ga support esim,"Features, Battery","negative, negative","0.944, 0.609",2
671,sebagai pengguna yg sudah menggunakan android sejak jaman android froyo saya akan selalu memilih qualcomm karena saya type orang yg suka pake gadget sampai benarbenar tidak bisa digunakan bahkan bhingga bertahuntahun sejak software support dihentikan selama mediatek masih closed source sebisabisa menghindari beli mediatek based device,"Software, Network","neutral, positive","0.988, 0.724",2
672,berati intinya chipset naga lebih awet ketimbang mediatek gitu,Connectivity,positive,0.969,1
673,dia nulis software support dan selama mediatek masih closed source dia gak ngebahas hardware qualcomm lebih awet tapi dia bahas os jadi maksudnya dia akan tetap bisa menggunakan hp nya meski sudah tidak bisa update versi androidnya bisa dg tweak root dll yg biasanya kesananya install custom os closed source artinya gak bisa dioprek system untuk install custom os atau porting dari hp merk lain yg os nya lebih baru misalnya beda dg qualcomm yg open source artinya kamu bisa download software sumber untuk dimodifikasi os dan firmware atau kernel yg merupakan kunci dari custom os bisa berjalan inilah salahsatu sebab kenapa dap android biasanya selalu pakai chip qualcommsnapdragon,"Software, Storage","neutral, positive","0.983, 0.412",2
675,onardoleonardo intinya meski sudah tidak disupport android tapi devicenya masih bisa tetap diinstall baik pakai custom android porting android versi lebih baru atau pakai os selain android,Software,neutral,0.992,1
686,apakah akan matot lagi ahahahah ini jaminan matot juga sih karena harga di pangkas cooling system ga tahan tahun keatas,"Storage, Software, Price","negative, negative, neutral","0.983, 0.983, 0.652",3
689,njir harganya ga jauh beda sama x pro tau gitu gw ambil f aja wkwkw desainnya lebih bagus,Price,positive,0.995,1
692,setahun pake matot apakah masalahnya sudah solve,Connectivity,neutral,0.899,1
695,yang udah beli sisa ram yang avail nya berapa ya soalnya rata xiaomi ram gede tp sistemnya makan ram gede juga jadi kaya sar ser ui miui dulu begitu gatau yg hyper os skrg pencerahannya abang disc ane user dari redmi x note pro dan skrg mi lite,"Software, Storage","negative, neutral","0.987, 0.994",2
697,satu bulan kedepan semoga turun harga nya jadi,Price,positive,0.751,1
698,apakah jika kita charging misalkan melalui external usb atau tanpa kepala chargernya apakah bodynya akan nyetrum karena sepengalaman saya pakai hp jika charge tanpa kepala charger aslinya body hp yang terbuat dari besimetal jadi nyetrum,"Connectivity, Software, Storage, Battery","neutral, negative, negative, neutral","0.996, 0.553, 0.553, 0.978",4
